Sno,Party Name,Party Account no,Party Bank Name,Party Bank Branch,Party Bank Ifsc Code,Party Amount
1,"Project Officer, I.T.D.A., Seethampeta,  Srikakulam District",33302766558,SBI,SBI,SBIN0011997,24587000
2,"Project Officer, I.T.D.A., Parvathipuram, Vizianagaram District",31735696896,SBI,SBI,SBIN0000895,14109700
3,"Project Officer, I.T.D.A., Paderu, Visakhapatnam District",329202010031988,Union Bank of India,Union Bank of India,UBIN0532924,50327000
