Sno,Party Name,Party Account no,Party Bank Name,Party Bank Branch,Party Bank Ifsc Code,Party Amount
1,M/s. Tracks & Towers Infratech (P) Ltd.,03178470000076,HDFC Bank Ltd.,"Jubilee Hills, Hyderabad",HDFC0000317,43096979
2,"MD, APMSIDC, Hyderabad ",142410011000314,"Andhra Bank, ","Kendriya sadan Branch., Hyderabad",ANDB0001424,7459270
