Sno,Party Name,Party Account no,Party Bank Name,Party Bank Branch,Party Bank Ifsc Code,Party Amount
1,tes1,123456+7,State bank of india,proddatur,sbin0000901,20
2,test2,123456780,State bank of india,proddatur,sbin0002727,10
2,test3,12345678,State bank of india,proddatur,sbin0002424,20
