Sno,Party Name,Party Account no,Party Bank Name,Party Bank Branch,Party Bank Ifsc Code,Party Amount
1,MJPAPBCWR SCHOOL (Girls),62139686761,SBH,Tekkali,SBHY0021254,624191
2,MJPAPBCWR SCHOOL (Boys),62087611463,SBH,Srikakulam,SBHY0020784,512740
3,MJPAPBCWR SCHOOL (Girls),62036237971,SBH,Vizianagaram,SBHY0020931,763519
4,MJPAPBCWR SCHOOL (Boys),62179607088,SBH,Gajapathinagaram,SBHY0021288,523704
5,MJPAPBCWR SCHOOL (Girls),52099318943,SBH,Lankalapalem,SBHY0021123,963130
6,MJPAPBCWR SCHOOL (Boys),62094691654,SBH,Kakinada,SBHY0020384,508114
7,MJPAPBCWR SCHOOL (Girls),52168923170,SBH,Narsapuram,SBHY0020502,747547
8,MJPAPBCWR SCHOOL (Boys),52101645166,SBH,Ponnur,SBHY0020792,505351
9,MJPAPBCWR SCHOOL (Boys),62006083060,SBH,Hindupur,SBHY0020858,1223960
10,MJPAPBCWR SCHOOL (Boys),62011210266,SBH,Dharmavaram,SBHY0020902,438102
11,MJPAPBCWR SCHOOL (Girls),52081007958,SBH,Hindupur,SBHY0020858,768826
12,MJPAPBCWR SCHOOL (Girls),62004633879,SBH,Rajampet,SBHY0020949,794313
13,MJPAPBCWR SCHOOL (Girls),52123170546,SBH,Nandyal,SBHY0020677,401501
14,MJPAPBCWR SCHOOL (Girls),62354313464,SBH,Piler,SBHY0021755,124725
15,MJPAPBCWR SCHOOL (Boys),11257205108,SBI,Simhachalam,SBIN0002795,1566686
16,MJPAPBCWR SCHOOL (Boys),11577472012,SBI,Samanasa,SBIN0007796,529149
17,MJPAPBCWR SCHOOL (Boys),11301915029,SBI,Avanigadda,SBIN0000811,696530
18,MJPAPBCWR SCHOOL (Boys),30655856338,SBI,Vetapalem,SBIN0003264,548883
19,MJPAPBCWR SCHOOL (Girls),30862907106,SBI,Markapuram,SBIN0000873,632217
20,MJPAPBCWR SCHOOL (Boys),11249595786,SBI,Vidyanagar,SBIN0002811,952667
21,MJPAPBCWR SCHOOL (Boys),11069719785,SBI,Sullurupeta,SBIN0000773,659340
22,MJPAPBCWR SCHOOL (Girls),33262431503,SBI,Vedayapalem,SBIN0007457,316394
23,MJPAPBCWR SCHOOL (Boys),11534617027,SBI,Satyavedu,SBIN0002793,590273
24,MJPAPBCWR SCHOOL (Boys),31125436058,SBI,Piler,SBIN0001491,883326
25,MJPAPBCWR SCHOOL (Girls),32791434462,SBI,Bakarapet,SBIN0015894,287423
26,MJPAPBCWR SCHOOL (Girls),33060449553,SBI,Kalikiri,SBIN0016427,250104
27,MJPAPBCWR SCHOOL (Boys),11109117018,SBI,Uravakonda,SBIN0000946,458049
28,MJPAPBCWR SCHOOL (Girls),11313735123,SBI,Mydakur,SBIN0002761,644841
29,MJPAPBCWR SCHOOL (Boys),11549077025,SBI,Veldurthy,SBIN0002807,519189
30,MJPAPBCWR SCHOOL (Boys),11318895025,SBI,Project Twonship,SBIN0000750,1094552
31,MJPAPBCWR SCHOOL (Girls),10626202403,SBI,Adoni,SBIN0000801,774572
