Sno,Party Name,Party Account no,Party Bank Name,Party Bank Branch,Party Bank Ifsc Code,Party Amount
1,test1,12345678910,STATE BANK OF india,PRODDATUR,SBIN0000901,21
2,test2,12345678911,STATE BANK OF india,AMALApuram,SBIN0000803,3
3,test3,12345678912,STATE BANK OF india,PRODDATUR,SBIN0000901,4
