Sno,Party Name,Party Account no,Party Bank Name,Party Bank Branch,Party Bank Ifsc Code,Party Amount
1,KRISHNA,12345,SBI,VJW,SBIN0002724,1000
2,RAI,123456,SBI,VJW,SBIN0002724,2000
3,KIAH,1456,SBH,GUNTUR,SBIN0000636,5000
