Sno,"Party Name","Party Account no","Party Bank Name","Party Bank Branch","Party Bank Ifsc Code","Party Amount"
1,"The Principal ACSR Govt. College Nellore",33625495182,"State Bank of India","Vedayapalem. Nellore",SBIN0007457,1609109
2,"MD APMSIDC Hyderabad",142410011000314,"Andhra Bank ","Kendriya sadan Branch. Hyderabad",ANDB0001424,32182
