Sno,Party Name,Party Account no,Party Bank Name,Party Bank Branch,Party Bank Ifsc Code,Party Amount
1,APIIC Ltd,110905000088,ICICI Bank,"BBAGH, HYD",ICIC0001109,17650
2,"Senior Accounts officer , Operation Circle, APSPDCL, Tirupathi",52089645576,State Bank of Hyderabad,Tirupathi,SBHY0020328,137998
3,"NPCE Infrastructure India Pvt. Ltd.,",6841131000248,Oriental Bank of Commerce,"LIC Colony, Mehidipatnam",ORBC0100684,158841
