Sno,"Party Name","Party Account no","Party Bank Name","Party Bank Branch","Party Bank Ifsc Code","Party Amount"
1,"AD Mines & Geology Vizianagaram","Towards banker cheque",SBI,"Vizianagaram ",SBIN0006647,122032
2,"CTO East Vizianagaram","Towards banker cheque",SBI,"Vizianagaram ",SBIN0006647,215018
3,"Income Tax Officer Vizianagaram","Towards banker cheque",SBI,"Vizianagaram ",SBIN0006647,50636
4,"Secretary AP Building & Other Construction Workers Welfare Board Hyderabad","Towards draft",SBI,"Balkempet Hyderabad",SBIN0003607,45937
5,"EE V & QC Visakhapatnam","Towards draft","Axis Bank",Visakhapatnam,UTIB0000554,22198
