Sno,Party Name,Party Account no,Party Bank Name,Party Bank Branch,Party Bank Ifsc Code,Party Amount
1,A P Agro Industries Development   Corporation Ltd,110311100000052,Andhra Bank,Secreatariet Branch,ANDB0001103,1200000
2,Executive Engineer PRI Division,410101011000826,Vijaya Bank,Sangareddy ,VIJB0004101,1000000
