Sno,"Party Name","Party Account no","Party Bank Name","Party Bank Branch","Party Bank Ifsc Code","Party Amount"
1,"bv cdsbvafsgv",11111,abcd,abcdsbv,SBIN0000836,6000
2,nsdkajfjsan,2222,jdsafjksjk,snakd,ANDB0001071,4000
3
4
