Sno,"Party Name","Party Account no","Party Bank Name","Party Bank Branch","Party Bank Ifsc Code","Party Amount"
1,"Project Director Housing WG Eluru",329401010293440,"Union Bank of India","RR Peta Eluru",UBIN0532941,1768000
2,"M/S Anjani Port land Cement Limited",00210310005322,"HDFC Bank","Lakadikapool Hyderabad",HDFC0000021,1321000
