Sno,"Party Name","Party Account no","Party Bank Name","Party Bank Branch","Party Bank Ifsc Code","Party Amount"
1,"Executive Engineer Panchayat Raj Division Guntur"
2,"Executive Engineer Panchayat Raj Division Tenali",3172405465,"Central Bank Of Bank","Tenali Branch",CBIN0280836
3,"Executive Engineer Panchayat Raj Division Narasaraopet"
