Sno,"Party Name","Party Account no","Party Bank Name","Party Bank Branch","Party Bank Ifsc Code","Party Amount"
1,"ADA(SC) Ananthapuramu",10428783912,"State Bank of India JNTU Branch ",Ananthapuramu,SBIN0002723,812500
2,"ADA(SC) Kalyandurg",31799816304,"State Bank of India"," Kalyandurg",SBIN0001318,812500
3,"ADA(SC)  Kadiri",91032279294,"APGB Main Branch"," Kadiri",APGB0001032,812500
4,"ADA(SC) Hindupur",91037022118,APGB," Hindupur",APGB0001076,812500
