Sno,Party Name,Party Account no,Party Bank Name,Party Bank Branch,Party Bank Ifsc Code,Party Amount
1,"APSSDC Ltd., Nellore",1.11411E+14,Andhra Bank," DSR Govt. Hospital, Nellore",ANDB0001114,2258000
2,"APSSDC Ltd., Ongole",8.91101E+12,Andhra Bank,"Court Street, Ongole.",ANDB0000089,2051000
3,"APSSDC Ltd., Vijayawada",1.19211E+14,Andhra Bank,"Ramavarappadu, Vijayawada",ANDB0000134,2044000
4,"APSSDC Ltd, Tanuku",5.5411E+13,Andhra Bank," Main Branch, Tanuku",ANDB0000554,2763000
5,"Calcutta Canvas Company, Chennai.",4.79505E+14,Union Bank of India,A.N. Street Branch.,UBIN0547956,504276
