Sno,"Party Name","Party Account no","Party Bank Name","Party Bank Branch","Party Bank Ifsc Code","Party Amount"
1,"Syndicate Bank",30243170000167,"Syndicate Bank","MJ Road Nampally Hyd",SYNB0003024,5589952
2,"Corporation Bank",52400201444444,"Corporation Bank","PPB Nampally Hyd",CORP0000524,43938
3,APCOB,8723387,APCOB,"H O Branch Hyd",APBL0000001,45463008
4,"Andhra Bank",11791029549012,"Andhra Bank","Pattabhi Bavan Branch",ANDB0001179,445159
