Sno,"Party Name","Party Account no","Party Bank Name","Party Bank Branch","Party Bank Ifsc Code","Party Amount"
1,"EE RWS & S KADAPA",10437324516,SBI,"BAZAR BRANCH",SBIN0003730,765304
2,"EE RWS & S PULIVENDULA",11146151850,SBI,PULIVENDULA,SBIN0000989,4125906
3,"EE RWS & S RAJAMPETA",10750059422,SBI,RAJAMPET,SBIN0000905,600057
4,"MPDO PENDLIMARRI",10844899739,SBI,"7 ROAD MAIN BRANCH",SBIN0000830,701393
5,"MPDO RAJUPALEM",10558303879,SBI,PRODDATUR,SBIN0000901,499862
6,"MPDO JAMMALAMADUGU",11299990232,SBI,JAMMALAMADUGU,SBIN0000977,159937
7,"MPDO VEMULA",31148791811,SBI,PULIVENDULA,SBIN0011123,449003
8,"MPDO MYDUKUR",11313745541,SBI,MYDUKUR,SBIN0002761,139993
