Sno,"Party Name","Party Account no","Party Bank Name","Party Bank Branch","Party Bank Ifsc Code","Party Amount"
1,"labour cess","by way of dd",SBI,"MTM main",SBIN0000874,47413
2,Deposits,"by way of dd",SBI,"MTM main",SBIN0000874,164784
3,"QC charges","by way of dd",SBI,"MTM Main",SBIN0000874,23592
