Sno,"Party Name","Party Account no","Party Bank Name","Party Bank Branch","Party Bank Ifsc Code","Party Amount"
1,"MJPAPBCWR SCHOOL (Girls)",62139686761,SBH,Tekkali,SBHY0021254,166444
2,"MJPAPBCWR SCHOOL (Boys)",62087611463,SBH,Srikakulam,SBHY0020784,159088
3,"MJPAPBCWR SCHOOL (Girls)",62036237971,SBH,Vizianagaram,SBHY0020931,244403
4,"MJPAPBCWR SCHOOL (Boys)",62179607088,SBH,Gajapathinagaram,SBHY0021288,287009
5,"MJPAPBCWR SCHOOL (Girls)",52099318943,SBH,Lankalapalem,SBHY0021123,283265
6,"MJPAPBCWR SCHOOL (Boys)",62094691654,SBH,Kakinada,SBHY0020384,149744
7,"MJPAPBCWR SCHOOL (Girls)",52168923170,SBH,Narsapuram,SBHY0020502,295403
8,"MJPAPBCWR SCHOOL (Boys)",52101645166,SBH,Ponnur,SBHY0020792,153888
9,"MJPAPBCWR SCHOOL (Boys)",62006083060,SBH,Hindupur,SBHY0020858,412233
10,"MJPAPBCWR SCHOOL (Boys)",62011210266,SBH,Dharmavaram,SBHY0020902,168442
11,"MJPAPBCWR SCHOOL (Girls)",52081007958,SBH,Hindupur,SBHY0020858,207147
12,"MJPAPBCWR SCHOOL (Girls)",62004633879,SBH,Rajampet,SBHY0020949,361261
13,"MJPAPBCWR SCHOOL (Girls)",52123170546,SBH,Nandyal,SBHY0020677,15180
14,"MJPAPBCWR SCHOOL (Girls)",62354313464,SBH,Piler,SBHY0021755,72640
15,"MJPAPBCWR SCHOOL (Boys)",11257205108,SBI,Simhachalam,SBIN0002795,285549
16,"MJPAPBCWR SCHOOL (Boys)",11577472012,SBI,Samanasa,SBIN0007796,192714
17,"MJPAPBCWR SCHOOL (Boys)",11301915029,SBI,Avanigadda,SBIN0000811,258624
18,"MJPAPBCWR SCHOOL (Boys)",30655856338,SBI,Vetapalem,SBIN0003264,160740
19,"MJPAPBCWR SCHOOL (Girls)",30862907106,SBI,Markapuram,SBIN0000873,213554
20,"MJPAPBCWR SCHOOL (Boys)",11249595786,SBI,Vidyanagar,SBIN0002811,345740
21,"MJPAPBCWR SCHOOL (Boys)",11069719785,SBI,Sullurupeta,SBIN0000773,319555
22,"MJPAPBCWR SCHOOL (Girls)",33262431503,SBI,Vedayapalem,SBIN0007457,273180
23,"MJPAPBCWR SCHOOL (Boys)",11534617027,SBI,Satyavedu,SBIN0002793,172638
24,"MJPAPBCWR SCHOOL (Boys)",31125436058,SBI,Piler,SBIN0001491,212033
25,"MJPAPBCWR SCHOOL (Girls)",32791434462,SBI,Bakarapet,SBIN0015894,101715
26,"MJPAPBCWR SCHOOL (Girls)",33060449553,SBI,Kalikiri,SBIN0016427,120748
27,"MJPAPBCWR SCHOOL (Boys)",11109117018,SBI,Uravakonda,SBIN0000946,171170
28,"MJPAPBCWR SCHOOL (Girls)",11313735123,SBI,Mydakur,SBIN0002761,193420
29,"MJPAPBCWR SCHOOL (Boys)",11549077025,SBI,Veldurthy,SBIN0002807,97173
30,"MJPAPBCWR SCHOOL (Boys)",11318895025,SBI,"Project Twonship",SBIN0000750,322159
31,"MJPAPBCWR SCHOOL (Girls)",10626202403,SBI,Adoni,SBIN0000801,252404
